Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start time [UTC],Cast,Cast Flag,Bottom depth at start positioning [m],CTD file,CTD file flag,Niskin/ Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,"CTD Salinity 1, uncorrected [psu]","CTD salinity 2, uncorrected [psu]","CTD Oxygen, uncorrected [mL/L]",CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescense [mg/m ^ 3],CTD Fluorescense Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Beam Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Flourescence Flag,Discrete Flourescence Duplicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Duplicate Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete DIC Duplicate Flag,Discrete pCO2 [µatm],Discrete pCO2 Flag,Discrete pCO2 Duplicate Flag,Discrete pH,pH Analysis Temp [C],Discrete pH Flag,Discrete pH Duplicate Flag,Calculated Alkalinity [µmol/kg],Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated pH,Calculated Omega-C,Calculated Omega-A,Calculated Carbon Flag,Calculated Carbon Duplicate Flag
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,19,0000000000000100,2019-06-27T20:09:23.000Z,42.646,0000000001000100,42.298,44.52898,-125.39284,9.5852,0000000000000100,9.5830,0000000000000100,3.523250,0000000010000100,3.437925,0000000010000100,32.4442,32.4445,6.6371,0000000011000100,6.47764,0.875100,0000000011000100,0.1120,97.2382,0000000001000100,8.216,0000000011000100,6.738535,0000000000000100,0000000000000100,0.6215,0.1852,1.7767,0000000000000100,0000000000000100,0.5883,2.8502,1.9390,0.1697,0.1301,0000000010000100,0000000010000100,32.4515,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2022.558314,0000000000000100,0000000000000100,331.99,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2208.98,14.99,1874,133.57,8.102,3.118,2.024,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,20,0000000000000100,2019-06-27T20:09:41.000Z,42.684,0000000001000100,42.335,44.52898,-125.39284,9.5919,0000000000000100,9.5886,0000000000000100,3.523851,0000000000000100,3.523614,0000000000000100,32.4442,32.4449,6.6366,0000000011000100,6.47668,0.922400,0000000001000100,0.1153,97.1592,0000000001000100,8.216,0000000001000100,6.780320,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,21,0000000000000100,2019-06-27T20:11:03.000Z,32.615,0000000001000100,32.349,44.52898,-125.39284,10.0760,0000000000000100,10.0713,0000000000000100,3.564469,0000000010000100,3.437925,0000000010000100,32.4261,32.4271,6.7531,0000000001000100,6.40920,0.949400,0000000011000100,0.1442,96.4586,0000000001000100,8.237,0000000011000100,-9999999,-9999999,-9999999,0.6792,0.1804,1.7966,0000000000000100,0000000000000100,0.4947,2.2830,0.4306,0.0387,0.0761,0000000010000100,0000000010000100,32.4303,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2017.060031,0000000000000100,0000000000000100,327.78,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2208.92,14.56,1865.42,137.08,8.107,3.207,2.084,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler,RS01SBPS,44.52900,-125.39283,2019-06-27T19:38:18.000Z,CTD-010,0000000000000100,2911,AT4212_CTD-010,0000000000000100,23,0000000000000100,2019-06-27T20:14:06.000Z,12.806,0000000001000100,12.702,44.52896,-125.39284,15.0780,0000000000000100,14.9761,0000000000000100,3.910408,0000000010000100,3.437925,0000000010000100,31.4795,31.4678,4.4889,0000000001000100,5.80804,0.080300,0000000011000100,0.1351,96.6818,0000000001000100,8.303,0000000011000100,-9999999,-9999999,-9999999,0.1548,0.0371,1.8135,0000000000000100,0000000000000100,0.2115,1.8445,0.0663,0.0060,0.0000,0000000010000100,0000000010000100,31.3679,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,1943.914865,0000000000000100,0000000000000100,330.79,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2157.97,12.61,1779.36,151.95,8.1,3.609,2.366,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:14:20.000Z,CTD-011,0000000000000100,580,AT4212_CTD-011,0000000000000110,-9999999,-9999999,-9999999,-9999999,0000000001000100,-9999999,-9999999,-9999999,-9999999,0000000000000100,-9999999,0000000000000100,-9999999,0000000000000100,-9999999,0000000000000100,-9999999,-9999999,-9999999,0000000001000100,-9999999,-9999999,0000000001000100,-9999999,-9999999,0000000001000100,-9999999,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:26.000Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,1,0000000000000100,2019-06-28T17:41:40.000Z,222.476,0000000001000100,220.564,44.37421,-124.95964,6.9385,0000000000000100,6.9348,0000000000000100,3.440775,0000000010000100,3.437925,0000000010000100,33.9863,33.9878,1.9058,0000000001000100,6.80584,0.014000,0000000001000100,0.0514,98.7234,0000000001000100,7.767,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.3011,47.4907,34.1147,0.0180,0.0000,0000000010000100,0000000010000100,33.9902,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2221.455136,0000000000000100,0000000000000100,1057.63,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2258.52,51.79,2120.9,48.77,7.633,1.084,0.702,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:26.000Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,4,0000000000000100,2019-06-28T17:43:58.000Z,202.539,0000000001000100,200.808,44.37420,-124.95962,7.0498,0000000000000100,7.0483,0000000000000100,3.449232,0000000000000100,3.449210,0000000000000100,33.9791,33.9803,1.9424,0000000001000100,6.78881,0.027500,0000000001000100,0.0612,98.4826,0000000001000100,7.769,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.2845,46.4948,33.8085,0.0151,0.0000,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2235.214298,0000000000000100,0000000000000100,1079.26,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2284.55,52.64,2133.92,48.66,7.628,1.086,0.703,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,5,0000000000000100,2019-06-28T17:45:27.000Z,182.125,0000000001000100,180.578,44.37420,-124.95964,7.2316,0000000000000100,7.2329,0000000000000100,3.463682,0000000010000100,3.437925,0000000010000100,33.9680,33.9690,2.1465,0000000001000100,6.76111,0.019000,0000000001000100,0.0516,98.7170,0000000001000100,7.792,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.2052,43.2429,32.6292,0.0195,0.0000,0000000010000100,0000000010000100,33.9692,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2207.906631,0000000000000100,0000000000000100,1076.59,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2261.68,52.19,2107.71,48.01,7.626,1.076,0.697,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,7,0000000000000100,2019-06-28T17:47:39.000Z,161.477,0000000001000100,160.113,44.37420,-124.95966,7.4411,0000000000000100,7.4389,0000000000000100,3.479797,0000000000000100,3.479718,0000000000000100,33.9478,33.9492,2.2124,0000000001000100,6.72978,0.015100,0000000001000100,0.0586,98.5466,0000000001000100,7.801,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.1588,41.2929,31.8404,0.0170,0.0000,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2196.924909,0000000000000100,0000000000000100,1090.77,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2262.62,52.5,2097.04,47.38,7.619,1.066,0.691,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,9,0000000000000100,2019-06-28T17:49:40.000Z,141.097,0000000001000100,139.912,44.37420,-124.95965,7.6430,0000000000000100,7.6349,0000000000000100,3.495500,0000000010000100,3.437925,0000000010000100,33.9304,33.9313,2.3385,0000000001000100,6.69976,0.002800,0000000001000100,0.0583,98.5527,0000000001000100,7.810,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.1168,39.3016,31.0602,0.0323,0.0000,0000000010000100,0000000010000100,33.9346,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2234.418744,0000000000000100,0000000000000100,867.95,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2287.16,41.49,2130.85,62.08,7.727,1.403,0.909,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,11,0000000000000100,2019-06-28T17:51:49.000Z,120.927,0000000001000100,119.918,44.37421,-124.95965,7.9382,0000000000000100,7.9361,0000000000000100,3.518125,0000000000000100,3.518067,0000000000000100,33.8963,33.8977,2.5126,0000000011000100,6.65666,0.014700,0000000001000100,0.0576,98.5689,0000000001000100,7.832,0000000011000100,2.506492,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,2.0316,36.5456,29.7355,0.0280,0.0000,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2223.704116,0000000000000100,0000000000000100,820.9,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2284.63,38.85,2119.06,65.8,7.751,1.493,0.968,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,12,0000000000000100,2019-06-28T17:52:10.000Z,121.187,0000000001000100,120.175,44.37420,-124.95964,7.9382,0000000000000100,7.9383,0000000000000100,3.518069,0000000000000100,3.518195,0000000000000100,33.8956,33.8969,2.5127,0000000011000100,6.65670,0.012900,0000000001000100,0.0575,98.5722,0000000001000100,7.833,0000000001000100,2.424456,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,13,0000000000000100,2019-06-28T17:53:35.000Z,101.100,0000000001000100,100.260,44.37420,-124.95966,8.2681,0000000000000100,8.2612,0000000000000100,3.536102,0000000010000100,3.437925,0000000010000100,33.7791,33.7811,2.7205,0000000011000100,6.61250,0.015400,0000000011000100,0.0603,98.5032,0000000001000100,7.844,0000000011000100,2.625590,0000000000000100,0000000000000100,0.0227,0.0888,1.2053,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.8478,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2219.555917,0000000000000100,0000000000000100,821.53,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2281.58,38.47,2114.72,66.36,7.752,1.514,0.981,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,14,0000000000000100,2019-06-28T17:53:54.000Z,101.090,0000000001000100,100.251,44.37420,-124.95966,8.2859,0000000000000100,8.2862,0000000000000100,3.537153,0000000000000100,3.537284,0000000000000100,33.7732,33.7742,2.7401,0000000011000100,6.61012,0.011900,0000000001000100,0.0617,98.4687,0000000001000100,7.847,0000000001000100,2.667388,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.9449,32.4348,27.9822,0.0521,0.0000,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,15,0000000000000100,2019-06-28T17:56:19.000Z,80.904,0000000001000100,80.236,44.37420,-124.95968,8.5706,0000000000000100,8.5701,0000000000000100,3.544991,0000000000000100,3.545077,0000000000000100,33.5933,33.5947,3.3946,0000000001000100,6.57583,0.053900,0000000011000100,0.0474,98.8233,0000000001000100,7.906,0000000011000100,-9999999,-9999999,-9999999,0.0314,0.0660,1.3253,0000000000000100,0000000000000100,1.7574,25.8524,24.8528,0.0287,0.0000,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2198.342872,0000000000000100,0000000000000100,746.55,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2272.93,34.64,2091.49,72.21,7.791,1.656,1.074,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,17,0000000000000100,2019-06-28T17:58:29.000Z,60.969,0000000001000100,60.469,44.37420,-124.95965,8.6580,0000000000000100,8.6578,0000000000000100,3.520930,0000000010000100,3.437925,0000000010000100,33.2667,33.2676,4.0253,0000000001000100,6.57693,0.220400,0000000011000100,0.0538,98.6641,0000000001000100,7.967,0000000011000100,-9999999,-9999999,-9999999,0.1170,0.1025,1.5374,0000000000000100,0000000000000100,1.5228,19.8449,20.6182,0.0300,0.0000,0000000010000100,0000000010000100,33.3463,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2159.270222,0000000000000100,0000000000000100,543.93,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2275.84,25.21,2039.97,94.09,7.919,2.172,1.409,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,19,0000000000000100,2019-06-28T18:00:49.000Z,40.836,0000000001000100,40.503,44.37420,-124.95964,8.7178,0000000000000100,8.7206,0000000000000100,3.492557,0000000000000100,3.495541,0000000000000100,32.9226,32.9512,3.2419,0000000011000100,6.58285,0.389100,0000000011000100,0.0692,98.2855,0000000001000100,8.027,0000000011000100,4.764309,0000000000000100,0000000000000100,0.2532,0.1458,1.6397,0000000000000100,0000000000000100,1.3231,15.3115,15.8692,0.0406,0.0000,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2114.254425,0000000000000100,0000000000000100,539.27,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2226.67,25,1998.51,90.75,7.916,2.11,1.368,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37417,-124.95967,2019-06-28T17:31:25.995Z,CTD-012,0000000000000100,580,AT4212_CTD-012,0000000000000100,20,0000000000000100,2019-06-28T18:01:04.000Z,40.830,0000000001000100,40.497,44.37420,-124.95964,8.7049,0000000000000100,8.7148,0000000000000100,3.489494,0000000000000100,3.495366,0000000000000100,32.9025,32.9548,2.9900,0000000011000100,6.58560,0.457500,0000000001000100,0.0702,98.2608,0000000001000100,8.028,0000000001000100,4.746826,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
